delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg,delivery_note_clean
HDEL003039,HORD003039,2018-05-31,2018-06-07,2018-06-07,DHL,Standard,Delivered,0,True,16,8.82,none,7,7,Anytime,6.0765,True,0.631,delivered within promise
HDEL003040,HORD003040,2018-04-02,2018-04-05,2018-04-05,AusPost,Standard,Delivered,0,True,4,6.42,none,3,7,Afternoon,2.2454,False,0.383,delivered within promise
HDEL003041,HORD003041,2018-04-23,2018-04-27,2018-04-26,StarTrack,Standard,Delivered,0,True,55,10.8,none,4,3,Anytime,8.0565,True,1.212,delivered within promise
HDEL003042,HORD003042,2018-05-23,2018-05-29,2018-05-29,StarTrack,Standard,Delivered,0,True,64,8.11,none,6,6,Anytime,5.4595,True,0.36,delivered within promise
HDEL003043,HORD003043,2018-01-14,2018-01-19,2018-01-19,Direct Freight,Standard,Delivered,0,True,63,7.83,none,5,9,Anytime,4.3951,True,0.942,delivered within promise
HDEL003044,HORD003044,2018-11-10,2018-11-14,2018-11-12,DHL,Standard,Delivered,0,True,36,6.5,none,4,9,Morning,1.4145,True,0.457,delivered within promise
HDEL003045,HORD003045,2018-11-13,2018-11-18,2018-11-17,DHL,Standard,Delivered,0,True,19,12.3,none,5,9,Morning,8.8204,False,0.421,delivered within promise
HDEL003046,HORD003046,2018-03-30,2018-04-02,2018-03-31,StarTrack,Standard,Delivered,0,True,62,8.18,none,3,7,Anytime,4.6923,True,1.056,delivered within promise
HDEL003047,HORD003047,2018-09-04,2018-09-09,2018-09-07,DHL,Standard,Delivered,0,True,15,9.72,none,5,8,Morning,5.4295,True,0.388,delivered within promise
HDEL003048,HORD003048,2018-10-24,2018-10-29,2018-10-29,StarTrack,Standard,Delivered,0,True,49,9.77,none,5,7,Afternoon,4.3781,True,0.536,delivered within promise
HDEL003049,HORD003049,2018-12-09,2018-12-16,2018-12-16,Direct Freight,Standard,Delivered,0,True,34,7.58,none,7,3,Morning,4.0213,True,0.887,delivered within promise
HDEL003050,HORD003050,2018-10-04,2018-10-09,2018-10-08,AusPost,Standard,Delivered,0,True,31,12.09,none,5,7,Afternoon,9.4249,True,1.136,delivered within promise
HDEL003051,HORD003051,2018-09-11,2018-09-15,2018-09-13,Direct Freight,Standard,Delivered,0,True,70,9.85,none,4,8,Afternoon,8.301,False,0.433,delivered within promise
HDEL003052,HORD003052,2018-12-24,2018-12-30,2018-12-30,StarTrack,Standard,Delivered,0,True,58,9.37,none,6,6,Anytime,5.5821,False,0.371,delivered within promise
HDEL003053,HORD003053,2018-07-13,2018-07-20,2018-07-20,DHL,Standard,Delivered,0,True,3,11.1,none,7,8,Anytime,6.7883,True,0.518,delivered within promise
HDEL003054,HORD003054,2018-01-31,2018-02-05,2018-02-03,AusPost,Express,Delivered,0,True,40,18.07,none,5,6,Morning,7.6447,True,0.466,delivered within promise
HDEL003055,HORD003055,2018-10-21,2018-10-25,2018-10-23,DHL,Express,Delivered,0,True,36,17.81,none,4,8,Anytime,6.0108,True,0.537,delivered within promise
HDEL003056,HORD003056,2018-12-02,2018-12-07,2018-12-07,Direct Freight,Standard,Delivered,0,True,46,8.94,none,5,6,Anytime,3.3602,False,0.305,delivered within promise
HDEL003057,HORD003057,2018-10-31,2018-11-06,2018-11-04,Direct Freight,Standard,Delivered,0,True,65,7.48,none,6,9,Afternoon,1.0768,True,0.478,delivered within promise
HDEL003058,HORD003058,2018-11-01,2018-11-05,2018-11-03,Direct Freight,Standard,Delivered,0,True,59,6.01,none,4,3,Afternoon,2.3567,True,0.363,delivered within promise
HDEL003059,HORD003059,2018-03-25,2018-03-31,2018-03-29,Direct Freight,Standard,Delivered,0,True,58,7.06,none,6,7,Anytime,2.2928,True,0.351,delivered within promise
HDEL003060,HORD003060,2018-09-23,2018-09-26,2018-09-25,Direct Freight,Standard,Delivered,0,True,22,9.77,none,3,8,Anytime,7.0873,True,0.452,delivered within promise
HDEL003061,HORD003061,2018-12-03,2018-12-09,2018-12-08,AusPost,Standard,Delivered,0,True,24,7.39,none,6,7,Morning,2.3567,True,0.275,delivered within promise
HDEL003062,HORD003062,2018-08-20,2018-08-24,2018-08-24,DHL,Standard,Delivered,0,True,8,8.82,none,4,8,Afternoon,1.3177,False,0.243,delivered within promise
HDEL003063,HORD003063,2018-02-11,2018-02-16,2018-02-16,DHL,Standard,Delivered,0,True,22,6.63,none,5,4,Afternoon,1.6321,True,0.294,delivered within promise
HDEL003064,HORD003064,2018-10-03,2018-10-10,2018-10-08,Direct Freight,Standard,Delivered,0,True,32,9.28,none,7,3,Afternoon,3.6934,True,0.471,delivered within promise
HDEL003065,HORD003065,2018-07-31,2018-08-07,2018-08-06,AusPost,Express,Delivered,0,True,39,17.9,none,7,8,Anytime,1.4145,True,0.825,delivered within promise
HDEL003066,HORD003066,2018-10-17,2018-10-23,2018-10-23,DHL,Standard,Delivered,0,True,43,7.16,none,6,3,Morning,2.5527,True,0.301,delivered within promise
HDEL003067,HORD003067,2018-10-25,2018-11-01,2018-10-30,StarTrack,Standard,Delivered,0,True,6,9.82,none,7,4,Morning,6.9704,True,0.393,delivered within promise
HDEL003068,HORD003068,2018-01-12,2018-01-19,2018-01-17,DHL,Standard,Delivered,0,True,51,8.73,none,7,7,Afternoon,2.704,True,0.409,delivered within promise
HDEL003069,HORD003069,2018-02-09,2018-02-15,2018-02-14,DHL,Standard,Delivered,0,True,53,6.43,none,6,4,Morning,1.4145,True,0.264,delivered within promise
HDEL003070,HORD003070,2018-01-07,2018-01-11,2018-01-09,Direct Freight,Express,Delivered,0,True,22,18.67,none,4,4,Anytime,4.6463,True,0.481,delivered within promise
HDEL003071,HORD003071,2018-05-15,2018-05-20,2018-05-20,StarTrack,Standard,Delivered,0,True,52,10.23,none,5,7,Morning,7.578,True,0.416,delivered within promise
HDEL003072,HORD003072,2018-06-20,2018-06-23,2018-06-21,AusPost,Standard,Delivered,0,True,21,10.29,none,3,9,Afternoon,4.974,True,0.537,delivered within promise
HDEL003073,HORD003073,2018-01-13,2018-01-17,2018-01-16,AusPost,Standard,Delivered,0,True,14,9.62,none,4,3,Afternoon,7.3159,True,0.454,delivered within promise
HDEL003074,HORD003074,2018-01-09,2018-01-12,2018-01-10,StarTrack,Standard,Delivered,0,True,9,10.31,none,3,8,Afternoon,5.4918,True,1.156,delivered within promise
HDEL003075,HORD003075,2018-03-14,2018-03-19,2018-03-18,AusPost,Standard,Delivered,0,True,28,11.96,none,5,4,Afternoon,9.2711,True,0.453,delivered within promise
HDEL003076,HORD003076,2018-03-08,2018-03-13,2018-03-13,Direct Freight,Standard,Delivered,0,True,54,7.01,none,5,5,Anytime,3.6096,True,0.427,delivered within promise
HDEL003077,HORD003077,2018-04-30,2018-05-04,2018-05-04,DHL,Standard,Delivered,0,True,11,10.06,none,4,5,Morning,7.4601,True,0.482,delivered within promise
HDEL003078,HORD003078,2018-06-01,2018-06-04,2018-06-02,DHL,Standard,Delivered,0,True,8,7.46,none,3,5,Anytime,3.1302,True,0.442,delivered within promise
HDEL003079,HORD003079,2018-09-19,2018-09-25,2018-09-23,DHL,Standard,Delivered,0,True,59,13.32,none,6,5,Morning,9.9192,True,0.99,delivered within promise
HDEL003080,HORD003080,2018-01-08,2018-01-15,2018-01-13,DHL,Standard,Delivered,0,True,52,5.96,none,7,7,Anytime,1.5938,True,0.356,delivered within promise
HDEL003081,HORD003081,2018-05-02,2018-05-05,2018-05-03,AusPost,Standard,Delivered,0,True,72,7.79,none,3,7,Afternoon,3.7343,True,1.039,delivered within promise
HDEL003082,HORD003082,2018-07-06,2018-07-09,2018-07-09,StarTrack,Standard,Delivered,0,True,63,9.62,none,3,8,Morning,3.2972,False,0.407,delivered within promise
HDEL003083,HORD003083,2018-04-03,2018-04-10,2018-04-10,AusPost,Express,Delivered,0,True,69,19.16,none,7,5,Afternoon,6.6691,True,0.416,delivered within promise
HDEL003084,HORD003084,2018-11-28,2018-12-04,2018-12-02,DHL,Standard,Delivered,0,True,44,8.39,none,6,6,Afternoon,2.601,True,0.436,delivered within promise
HDEL003085,HORD003085,2018-06-10,2018-06-17,2018-06-17,AusPost,Standard,Delivered,0,True,49,12.17,none,7,3,Anytime,5.4863,True,0.47,delivered within promise
HDEL003086,HORD003086,2018-03-19,2018-03-24,2018-03-22,StarTrack,Express,Delivered,0,True,16,18.54,none,5,5,Morning,6.9179,False,0.443,delivered within promise
HDEL003087,HORD003087,2018-12-13,2018-12-16,2018-12-15,StarTrack,Standard,Delivered,0,True,72,7.06,none,3,4,Anytime,3.7343,True,0.512,delivered within promise
HDEL003088,HORD003088,2018-04-26,2018-05-01,2018-05-01,StarTrack,Standard,Delivered,0,True,52,8.29,none,5,6,Anytime,5.5803,True,0.478,delivered within promise
HDEL003089,HORD003089,2018-05-25,2018-06-01,2018-05-31,StarTrack,Standard,Delivered,0,True,55,7.53,none,7,9,Anytime,1.7855,True,0.376,delivered within promise
HDEL003090,HORD003090,2018-12-13,2018-12-18,2018-12-16,AusPost,Standard,Delivered,0,True,35,7.63,none,5,6,Morning,3.2914,True,0.63,delivered within promise
HDEL003091,HORD003091,2018-08-14,2018-08-19,2018-08-18,StarTrack,Standard,Delivered,0,True,31,12.78,none,5,8,Afternoon,7.1651,False,1.141,delivered within promise
HDEL003092,HORD003092,2018-08-25,2018-08-28,2018-08-26,StarTrack,Standard,Delivered,0,True,62,11.28,none,3,9,Afternoon,4.416,False,0.321,delivered within promise
HDEL003093,HORD003093,2018-07-10,2018-07-14,2018-07-14,AusPost,Standard,Delivered,0,True,20,9.05,none,4,5,Afternoon,1.7662,False,0.253,delivered within promise
HDEL003094,HORD003094,2018-11-17,2018-11-22,2018-11-20,AusPost,Standard,Delivered,0,True,23,10.08,none,5,7,Morning,7.3474,True,1.187,delivered within promise
HDEL003095,HORD003095,2018-11-29,2018-12-03,2018-12-01,Direct Freight,Standard,Delivered,0,True,17,8.59,none,4,3,Morning,4.5788,True,0.371,delivered within promise
HDEL003096,HORD003096,2018-06-03,2018-06-07,2018-06-05,DHL,Standard,Delivered,0,True,48,10.14,none,4,9,Morning,5.0399,True,0.415,delivered within promise
HDEL003097,HORD003097,2018-04-07,2018-04-12,2018-04-12,StarTrack,Standard,Delivered,0,True,2,6.33,none,5,7,Afternoon,0.6788,False,0.336,delivered within promise
HDEL003098,HORD003098,2018-05-28,2018-06-04,2018-06-08,Direct Freight,Express,Delivered,4,False,26,16.41,warehouse_congestion,7,3,Morning,6.6113,False,0.382,carrier scan reconciled
HDEL003099,HORD003099,2018-09-07,2018-09-11,2018-09-11,Direct Freight,Standard,Delivered,0,True,24,7.89,none,4,3,Anytime,2.9982,False,0.266,delivered within promise
HDEL003100,HORD003100,2018-08-27,2018-09-03,2018-09-03,AusPost,Standard,Delivered,0,True,48,10.66,none,7,7,Morning,3.2797,True,0.847,delivered within promise
HDEL003101,HORD003101,2018-04-15,2018-04-18,2018-04-17,AusPost,Standard,Delivered,0,True,34,7.21,none,3,3,Anytime,4.302,True,1.297,delivered within promise
HDEL003102,HORD003102,2018-03-03,2018-03-10,2018-03-08,Direct Freight,Standard,Delivered,0,True,49,7.87,none,7,9,Afternoon,3.333,True,0.529,delivered within promise
HDEL003103,HORD003103,2018-10-12,2018-10-19,2018-10-19,DHL,Express,Delivered,0,True,70,13.67,none,7,6,Morning,2.704,False,0.347,delivered within promise
HDEL003104,HORD003104,2018-11-22,2018-11-27,2018-11-25,Direct Freight,Standard,Delivered,0,True,45,9.75,none,5,8,Anytime,6.7742,True,0.569,delivered within promise
HDEL003105,HORD003105,2018-04-04,2018-04-09,2018-04-08,Direct Freight,Standard,Delivered,0,True,69,9.27,none,5,4,Morning,5.1954,True,0.347,delivered within promise
HDEL003106,HORD003106,2018-12-03,2018-12-07,2018-12-06,AusPost,Standard,Delivered,0,True,13,9.33,none,4,3,Anytime,3.5087,False,0.422,delivered within promise
HDEL003107,HORD003107,2018-08-13,2018-08-19,2018-08-18,StarTrack,Standard,Delivered,0,True,38,12.32,none,6,9,Afternoon,7.4635,True,0.441,delivered within promise
HDEL003108,HORD003108,2018-06-15,2018-06-21,2018-06-19,AusPost,Standard,Delivered,0,True,26,11.8,none,6,6,Afternoon,4.5788,True,0.422,delivered within promise
HDEL003109,HORD003109,2018-04-19,2018-04-25,2018-04-23,Direct Freight,Standard,Delivered,0,True,69,10.98,none,6,9,Afternoon,7.1651,True,1.108,delivered within promise
HDEL003110,HORD003110,2018-07-31,2018-08-07,2018-08-06,AusPost,Standard,Delivered,0,True,69,10.38,none,7,4,Morning,2.5443,True,0.32,delivered within promise
HDEL003111,HORD003111,2018-09-24,2018-09-30,2018-09-30,DHL,Express,Delivered,0,True,32,16.62,none,6,5,Morning,4.4676,False,0.484,delivered within promise
HDEL003112,HORD003112,2018-06-12,2018-06-17,2018-06-16,DHL,Standard,Delivered,0,True,18,12.06,none,5,8,Morning,6.783,True,0.507,delivered within promise
HDEL003113,HORD003113,2018-03-17,2018-03-24,2018-03-23,Direct Freight,Standard,Delivered,0,True,43,8.85,none,7,7,Anytime,5.7703,False,0.359,delivered within promise
HDEL003114,HORD003114,2018-04-30,2018-05-06,2018-05-06,Direct Freight,Standard,Delivered,0,True,27,7.82,none,6,8,Afternoon,6.3492,False,0.366,delivered within promise
HDEL003115,HORD003115,2018-12-26,2018-12-30,2018-12-28,Direct Freight,Express,Delivered,0,True,56,18.12,none,4,6,Afternoon,7.1609,False,0.482,delivered within promise
HDEL003116,HORD003116,2018-11-22,2018-11-26,2018-11-24,DHL,Standard,Delivered,0,True,25,10.06,none,4,4,Afternoon,6.9183,True,1.173,delivered within promise
HDEL003117,HORD003117,2018-01-16,2018-01-19,2018-01-19,AusPost,Standard,Delivered,0,True,30,11.03,none,3,6,Afternoon,7.4143,False,0.534,delivered within promise
HDEL003118,HORD003118,2018-02-06,2018-02-10,2018-02-10,Direct Freight,Standard,Delivered,0,True,29,9.03,none,4,3,Anytime,3.5087,True,1.104,delivered within promise
HDEL003119,HORD003119,2018-01-25,2018-01-31,2018-01-30,Direct Freight,Standard,Delivered,0,True,65,11.32,none,6,8,Afternoon,6.3492,True,1.093,delivered within promise
HDEL003120,HORD003120,2018-05-23,2018-05-27,2018-05-25,DHL,Standard,Delivered,0,True,11,12.25,none,4,6,Anytime,9.4249,True,0.589,delivered within promise
HDEL003121,HORD003121,2018-06-19,2018-06-26,2018-06-24,Direct Freight,Standard,Delivered,0,True,59,14.43,none,7,5,Morning,7.0323,False,0.429,delivered within promise
HDEL003122,HORD003122,2018-08-28,2018-09-02,2018-08-31,DHL,Standard,Delivered,0,True,17,10.94,none,5,6,Anytime,5.1765,False,0.379,delivered within promise
HDEL003123,HORD003123,2018-03-23,2018-03-28,2018-03-27,AusPost,Express,Delivered,0,True,56,20.83,none,5,5,Afternoon,7.424,True,1.428,delivered within promise
HDEL003124,HORD003124,2018-03-23,2018-03-29,2018-03-28,StarTrack,Standard,Delivered,0,True,65,8.77,none,6,4,Morning,7.1101,True,1.695,delivered within promise
HDEL003125,HORD003125,2018-01-20,2018-01-26,2018-01-26,StarTrack,Standard,Delivered,0,True,72,9.46,none,6,9,Anytime,6.544,True,0.773,delivered within promise
HDEL003126,HORD003126,2018-03-15,2018-03-21,2018-03-20,Direct Freight,Standard,Delivered,0,True,12,10.88,none,6,6,Afternoon,7.5021,False,0.406,delivered within promise
HDEL003127,HORD003127,2018-06-02,2018-06-06,2018-06-06,AusPost,Standard,Delivered,0,True,66,10.12,none,4,4,Afternoon,6.9179,True,0.619,delivered within promise
HDEL003128,HORD003128,2018-12-24,2018-12-30,2018-12-30,StarTrack,Standard,Delivered,0,True,73,12.54,none,6,5,Morning,8.7338,True,1.156,delivered within promise
HDEL003129,HORD003129,2018-12-07,2018-12-10,2018-12-08,DHL,Standard,Delivered,0,True,35,9.91,none,3,6,Morning,8.301,False,0.535,delivered within promise
HDEL003130,HORD003130,2018-11-01,2018-11-08,2018-11-08,StarTrack,Standard,Delivered,0,True,69,6.11,none,7,5,Afternoon,2.4444,True,0.321,delivered within promise
HDEL003131,HORD003131,2018-10-21,2018-10-25,2018-10-23,DHL,Standard,Delivered,0,True,42,7.43,none,4,6,Morning,3.028,True,1.144,delivered within promise
HDEL003132,HORD003132,2018-05-25,2018-05-29,2018-05-27,StarTrack,Standard,Delivered,0,True,27,8.1,none,4,3,Morning,2.8851,False,0.336,delivered within promise
HDEL003133,HORD003133,2018-10-21,2018-10-26,2018-10-24,DHL,Standard,Delivered,0,True,34,9.49,none,5,9,Morning,4.4676,True,0.57,delivered within promise
HDEL003134,HORD003134,2018-02-25,2018-02-28,2018-02-28,StarTrack,Standard,Delivered,0,True,47,6.82,none,3,6,Morning,2.134,False,0.377,delivered within promise
HDEL003135,HORD003135,2018-06-17,2018-06-21,2018-06-20,DHL,Standard,Delivered,0,True,59,14.3,none,4,3,Anytime,7.3527,True,0.572,delivered within promise
HDEL003136,HORD003136,2018-07-12,2018-07-15,2018-07-15,DHL,Standard,Delivered,0,True,4,12.48,none,3,9,Afternoon,6.9572,True,0.57,delivered within promise
HDEL003137,HORD003137,2018-02-05,2018-02-11,2018-02-10,DHL,Standard,Delivered,0,True,25,9.77,none,6,3,Anytime,7.5536,True,1.842,delivered within promise
HDEL003138,HORD003138,2018-08-23,2018-08-30,2018-08-30,DHL,Standard,Delivered,0,True,6,13.23,none,7,6,Afternoon,7.3527,False,0.434,delivered within promise
HDEL003139,HORD003139,2018-06-17,2018-06-21,2018-06-19,Direct Freight,Express,Delivered,0,True,48,18.48,none,4,4,Morning,1.0071,True,0.749,delivered within promise
HDEL003140,HORD003140,2018-09-11,2018-09-18,2018-09-17,AusPost,Standard,Delivered,0,True,65,9.22,none,7,7,Anytime,5.3613,True,0.489,delivered within promise
HDEL003141,HORD003141,2018-08-02,2018-08-09,2018-08-09,StarTrack,Express,Delivered,0,True,65,21.27,none,7,4,Anytime,5.996,True,0.507,delivered within promise
HDEL003142,HORD003142,2018-01-31,2018-02-06,2018-02-06,StarTrack,Standard,Delivered,0,True,23,8.18,none,6,5,Morning,3.776,True,0.403,delivered within promise
HDEL003143,HORD003143,2018-08-16,2018-08-22,2018-08-20,Direct Freight,Standard,Delivered,0,True,68,13.42,none,6,6,Anytime,7.2459,True,0.649,delivered within promise
HDEL003144,HORD003144,2018-12-29,2019-01-01,2019-01-01,StarTrack,Express,Delivered,0,True,52,17.5,none,3,4,Morning,2.018,True,0.464,delivered within promise
HDEL003145,HORD003145,2018-05-16,2018-05-23,2018-05-22,AusPost,Standard,Delivered,0,True,70,7.35,none,7,7,Morning,1.5776,True,1.103,delivered within promise
HDEL003146,HORD003146,2018-02-07,2018-02-13,2018-02-13,DHL,Standard,Delivered,0,True,9,9.2,none,6,3,Morning,6.7742,False,0.881,delivered within promise
HDEL003147,HORD003147,2018-08-29,2018-09-04,2018-09-03,DHL,Standard,Delivered,0,True,36,7.69,none,6,6,Anytime,1.0383,True,0.854,delivered within promise
HDEL003148,HORD003148,2018-05-18,2018-05-25,2018-05-23,DHL,Standard,Delivered,0,True,10,8.86,none,7,5,Morning,7.578,True,1.19,delivered within promise
HDEL003149,HORD003149,2018-04-07,2018-04-10,2018-04-10,DHL,Standard,Delivered,0,True,12,7.46,none,3,9,Morning,3.773,True,0.606,delivered within promise
HDEL003150,HORD003150,2018-05-06,2018-05-12,2018-05-10,Direct Freight,Standard,Delivered,0,True,43,9.34,none,6,3,Morning,5.0545,True,0.458,delivered within promise
HDEL003151,HORD003151,2018-10-01,2018-10-04,2018-10-03,StarTrack,Standard,Delivered,0,True,73,7.2,none,3,5,Afternoon,4.6463,False,0.411,delivered within promise
HDEL003152,HORD003152,2018-11-02,2018-11-06,2018-11-05,StarTrack,Standard,Delivered,0,True,42,9.35,none,4,9,Morning,8.9566,False,0.519,delivered within promise
HDEL003153,HORD003153,2018-10-23,2018-10-27,2018-10-27,DHL,Standard,Delivered,0,True,62,9.31,none,4,4,Afternoon,6.6671,True,0.555,delivered within promise
HDEL003154,HORD003154,2018-07-10,2018-07-16,2018-07-15,StarTrack,Standard,Delivered,0,True,37,10.96,none,6,3,Afternoon,5.3515,True,0.413,delivered within promise
HDEL003155,HORD003155,2018-09-26,2018-09-29,2018-09-27,AusPost,Standard,Delivered,0,True,2,7.3,none,3,5,Morning,1.6321,False,0.239,delivered within promise
HDEL003156,HORD003156,2018-03-28,2018-04-01,2018-03-31,DHL,Standard,Delivered,0,True,38,9.37,none,4,6,Afternoon,4.1421,True,1.753,delivered within promise
HDEL003157,HORD003157,2018-08-12,2018-08-18,2018-08-16,StarTrack,Standard,Delivered,0,True,64,9.36,none,6,7,Afternoon,2.8809,False,0.353,delivered within promise
HDEL003158,HORD003158,2018-11-03,2018-11-06,2018-11-05,Direct Freight,Express,Delivered,0,True,51,19.68,none,3,4,Morning,5.3249,False,0.481,delivered within promise
HDEL003159,HORD003159,2018-10-27,2018-11-02,2018-11-01,DHL,Standard,Delivered,0,True,3,5.98,none,6,7,Afternoon,1.0768,False,0.373,delivered within promise
HDEL003160,HORD003160,2018-03-11,2018-03-18,2018-03-16,DHL,Standard,Delivered,0,True,56,10.07,none,7,3,Morning,6.5568,False,0.384,delivered within promise
HDEL003161,HORD003161,2018-03-30,2018-04-03,2018-04-01,AusPost,Standard,Delivered,0,True,13,6.56,none,4,6,Afternoon,2.8697,True,0.373,delivered within promise
HDEL003162,HORD003162,2018-03-17,2018-03-22,2018-03-21,StarTrack,Express,Delivered,0,True,25,17.98,none,5,8,Morning,5.2666,False,0.35,delivered within promise
HDEL003163,HORD003163,2018-12-17,2018-12-22,2018-12-20,StarTrack,Standard,Delivered,0,True,12,10.47,none,5,7,Afternoon,7.1054,True,0.474,delivered within promise
HDEL003164,HORD003164,2018-07-09,2018-07-13,2018-07-13,Direct Freight,Standard,Delivered,0,True,5,8.24,none,4,7,Afternoon,1.0148,True,0.775,delivered within promise
HDEL003165,HORD003165,2018-11-09,2018-11-14,2018-11-14,Direct Freight,Standard,Delivered,0,True,43,7.67,none,5,9,Anytime,3.1405,False,0.309,delivered within promise
HDEL003166,HORD003166,2018-07-24,2018-07-31,2018-07-29,DHL,Standard,Delivered,0,True,53,9.68,none,7,5,Afternoon,3.3316,False,0.29,delivered within promise
HDEL003167,HORD003167,2018-08-05,2018-08-12,2018-08-12,Direct Freight,Standard,Delivered,0,True,26,11.14,none,7,9,Morning,4.1904,False,0.301,delivered within promise
HDEL003168,HORD003168,2018-08-10,2018-08-14,2018-08-13,Direct Freight,Express,Delivered,0,True,17,19.89,none,4,5,Afternoon,7.3971,False,0.399,delivered within promise
HDEL003169,HORD003169,2018-10-08,2018-10-13,2018-10-13,StarTrack,Standard,Delivered,0,True,13,9.69,none,5,9,Anytime,7.5536,False,0.391,delivered within promise
HDEL003170,HORD003170,2018-03-31,2018-04-07,2018-04-05,AusPost,Standard,Delivered,0,True,23,6.46,none,7,5,Anytime,1.0784,True,0.374,delivered within promise
HDEL003171,HORD003171,2018-05-04,2018-05-09,2018-05-09,AusPost,Standard,Delivered,0,True,17,8.66,none,5,5,Afternoon,5.972,False,0.457,delivered within promise
HDEL003172,HORD003172,2018-04-10,2018-04-13,2018-04-12,StarTrack,Standard,Delivered,0,True,37,8.5,none,3,7,Anytime,3.0268,False,0.295,delivered within promise
HDEL003173,HORD003173,2018-06-07,2018-06-14,2018-06-13,StarTrack,Express,Delivered,0,True,43,17.28,none,7,9,Morning,1.7014,True,1.027,delivered within promise
HDEL003174,HORD003174,2018-10-13,2018-10-18,2018-10-17,Direct Freight,Standard,Delivered,0,True,59,6.58,none,5,3,Afternoon,3.3602,True,1.094,delivered within promise
HDEL003175,HORD003175,2018-10-01,2018-10-04,2018-10-04,AusPost,Standard,Delivered,0,True,67,6.68,none,3,9,Anytime,1.3001,False,0.297,delivered within promise
HDEL003176,HORD003176,2018-01-09,2018-01-13,2018-01-12,DHL,Standard,Delivered,0,True,47,10.11,none,4,4,Anytime,4.5644,False,0.34,delivered within promise
HDEL003177,HORD003177,2018-10-03,2018-10-09,2018-10-09,Direct Freight,Standard,Delivered,0,True,53,8.14,none,6,7,Morning,3.5019,True,0.873,delivered within promise
HDEL003178,HORD003178,2018-03-09,2018-03-13,2018-03-11,StarTrack,Standard,Delivered,0,True,58,7.63,none,4,4,Afternoon,3.776,False,0.283,delivered within promise
HDEL003179,HORD003179,2018-12-12,2018-12-18,2018-12-18,Direct Freight,Standard,Delivered,0,True,4,10.64,none,6,8,Morning,6.8577,False,0.407,delivered within promise
HDEL003180,HORD003180,2018-07-14,2018-07-18,2018-07-16,StarTrack,Standard,Delivered,0,True,71,10.82,none,4,7,Morning,3.7517,False,0.388,delivered within promise
HDEL003181,HORD003181,2018-08-13,2018-08-17,2018-08-17,StarTrack,Express,Delivered,0,True,44,20.35,none,4,8,Anytime,4.0181,True,0.374,delivered within promise
HDEL003182,HORD003182,2018-05-23,2018-05-30,2018-05-28,Direct Freight,Express,Delivered,0,True,27,19.13,none,7,3,Anytime,6.7896,True,1.161,delivered within promise
HDEL003183,HORD003183,2018-10-31,2018-11-03,2018-11-03,DHL,Express,Delivered,0,True,51,17.85,none,3,5,Afternoon,3.773,True,1.055,delivered within promise
HDEL003184,HORD003184,2018-06-01,2018-06-07,2018-06-06,StarTrack,Express,Delivered,0,True,55,14.51,none,6,7,Anytime,1.0071,False,0.793,delivered within promise
HDEL003185,HORD003185,2018-09-30,2018-10-05,2018-10-04,Direct Freight,Standard,Delivered,0,True,39,9.53,none,5,3,Afternoon,5.4327,True,1.026,delivered within promise
HDEL003186,HORD003186,2018-03-30,2018-04-02,2018-04-02,AusPost,Express,Delivered,0,True,66,16.99,none,3,3,Morning,5.972,True,1.095,delivered within promise
HDEL003187,HORD003187,2018-01-09,2018-01-14,2018-01-13,StarTrack,Express,Delivered,0,True,72,15.26,none,5,9,Afternoon,6.4658,True,0.451,delivered within promise
HDEL003188,HORD003188,2018-01-21,2018-01-26,2018-01-26,Direct Freight,Standard,Delivered,0,True,7,8.51,none,5,6,Afternoon,1.92,False,1.02,delivered within promise
HDEL003189,HORD003189,2018-04-27,2018-04-30,2018-04-29,StarTrack,Standard,Delivered,0,True,34,8.37,none,3,9,Anytime,3.333,False,0.382,delivered within promise
HDEL003190,HORD003190,2018-04-07,2018-04-10,2018-04-09,AusPost,Standard,Delivered,0,True,3,10.05,none,3,3,Morning,5.1961,False,0.377,delivered within promise
HDEL003191,HORD003191,2018-08-15,2018-08-22,2018-08-22,DHL,Standard,Delivered,0,True,40,14.75,none,7,9,Morning,7.578,False,0.386,delivered within promise
HDEL003192,HORD003192,2018-11-14,2018-11-20,2018-11-18,StarTrack,Standard,Delivered,0,True,9,9.95,none,6,9,Morning,4.9022,True,0.47,delivered within promise
HDEL003193,HORD003193,2018-06-09,2018-06-13,2018-06-13,Direct Freight,Standard,Delivered,0,True,60,11.69,none,4,8,Morning,5.8814,True,1.239,delivered within promise
HDEL003194,HORD003194,2018-04-04,2018-04-10,2018-04-10,Direct Freight,Standard,Delivered,0,True,28,10.68,none,6,7,Anytime,6.5356,True,1.056,delivered within promise
HDEL003195,HORD003195,2018-04-28,2018-05-02,2018-05-01,Direct Freight,Standard,Delivered,0,True,42,5.48,none,4,3,Afternoon,1.7132,False,0.278,delivered within promise
HDEL003196,HORD003196,2018-01-13,2018-01-17,2018-01-17,Direct Freight,Express,Delivered,0,True,44,19.0,none,4,7,Anytime,5.1789,True,1.11,delivered within promise
