gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive,happiness
Female,15k - 20k,140 - 150,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Sometimes,Yes,-1,1,-1,-1,0,0,-1,1,1,-1,-1,-1,0,1,-1,0,1,0,-1,0,-1,0,1,-1,0,1,1,-1,1,1,0,-2.51322
Female,15k - 20k,160 - 165,Yes,They conflict,Never,"Yes, I have both",At least once a month,Sometimes,Yes,-2,1,2,0,0,1,0,1,2,0,1,-2,-2,1,-2,2,2,1,0,0,1,0,1,1,1,0,0,1,1,0,0,-4.31439
Female,15k - 20k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,-2,0,-2,1,1,0,-1,0,1,1,-2,-2,0,0,0,0,1,1,-1,1,-1,0,0,0,0,-2,-2,-1,1,1,-2,9.55654
Female,0 - 10k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",Rarely,Always,Yes,-2,-2,0,-1,-1,2,-1,-2,-1,-2,-1,-2,-2,0,-1,1,1,-2,1,0,-2,0,-2,0,2,0,0,1,0,0,2,-10.4138
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,No,2,1,-2,0,-1,1,0,0,0,1,0,2,0,-1,0,-1,-1,0,1,0,1,0,0,1,1,-1,0,1,0,0,1,-27.3485
Female,20k - 50k,160 - 165,Yes,They complement each other,Never,"Yes, I have family",More than three times a week,Sometimes,No,-2,1,1,1,0,0,-2,1,0,1,2,-1,2,0,-2,1,1,1,1,0,-1,0,0,2,-2,1,2,-2,1,1,-1,24.0586
Male,10k - 15k,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Always,Yes,-2,2,2,2,2,0,-1,1,2,1,1,0,1,2,-1,2,2,2,-1,2,-1,1,2,0,-1,2,2,-1,2,2,-2,7.9528
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-1,1,1,0,1,-1,-1,0,1,-2,1,0,0,1,-1,1,1,1,-1,0,-1,0,1,1,0,1,1,-1,1,1,0,-1.73911
Male,0 - 10k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,-1,0,0,1,-2,-2,-2,2,1,-2,-2,0,2,0,-1,2,0,1,-1,0,-1,1,-2,-2,-1,2,0,-1,1,2,-1,6.4925
Male,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",No,Never,Yes,0,0,0,-2,1,0,-2,0,-2,-1,1,-2,2,0,-2,-2,1,0,-2,0,-1,0,1,-2,2,0,1,2,1,2,1,2.50241
Female,0 - 10k,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-1,1,-1,0,1,-1,-2,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-3.43577
Male,0 - 10k,190 above,Yes,They are separate,Sometimes,"Yes, I have both",No,Rarely,No,1,1,-1,1,-1,-1,0,0,0,-2,2,2,2,0,1,-1,1,0,1,0,0,-2,0,1,2,-2,-2,-2,-1,0,0,-18.905
Male,0 - 10k,165 - 170,Yes,They complement each other,Never,No,No,Never,No,1,1,-1,-1,-1,1,0,-2,-2,-1,-2,2,-2,0,1,-1,0,0,2,-1,-2,0,1,2,0,-1,-2,1,-1,1,0,-22.853
Male,0 - 10k,165 - 170,Yes,They are separate,Sometimes,No,More than three times a week,Never,Yes,0,2,0,-1,1,-2,-1,1,1,-1,0,0,1,2,0,0,1,1,0,0,-2,0,0,0,1,1,0,-1,1,0,2,-19.9482
Male,10k - 15k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,1,0,-1,0,-2,0,0,0,0,-2,0,2,-2,0,-1,-1,0,1,-2,-1,-2,0,0,-1,1,0,0,-2,-2,1,1,-5.55182
Male,0 - 10k,160 - 165,Yes,They complement each other,Rarely,No,More than three times a week,Never,Yes,1,1,-2,-2,1,0,0,0,1,-2,1,1,0,1,-1,-2,0,0,-2,0,0,0,0,-2,1,-2,-2,-2,0,0,1,-32.1651
Male,10k - 15k,170 - 175,Yes,They conflict,Rarely,No,At least once a month,Always,Yes,-2,1,2,2,2,0,-2,2,0,-2,-1,-2,1,-2,-1,0,2,0,-1,0,-1,2,2,2,-2,1,2,0,2,1,-1,-11.573
Male,15k - 20k,165 - 170,Yes,They complement each other,Sometimes,No,More than three times a week,Sometimes,Yes,-1,1,-2,0,-1,-2,-2,0,0,0,-2,2,0,0,-2,0,1,0,1,0,-2,-2,-2,0,2,-2,-2,0,-2,-2,-2,2.59314
Male,150k - 200k,175 - 180,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Never,Yes,1,2,-2,-2,-2,0,0,-1,1,0,1,-2,0,0,0,0,0,-2,2,-1,0,-2,1,-2,-2,-2,-2,-2,1,1,0,3.01425
Female,20k - 50k,155 - 160,Yes,They are separate,Rarely,"Yes, I have family",More than three times a week,Rarely,Yes,0,2,2,0,1,1,0,1,1,-2,1,-2,1,1,1,1,0,0,-2,0,0,1,2,2,1,0,0,-1,2,0,-1,1.70899
Female,0 - 10k,165 - 170,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-2,1,1,0,0,-1,-2,1,2,-1,1,0,1,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,2,1,-1,-3.988
Female,200k above,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",No,Rarely,Yes,-2,2,-1,-2,-2,-1,0,1,-2,-1,-2,0,0,0,-2,-2,1,1,-1,-2,-1,0,0,2,-2,2,1,0,0,1,-2,-0.0933059
Male,80k - 120k,165 - 170,Yes,They complement each other,Never,"Yes, I have both",Rarely,Always,Yes,-1,2,1,0,-1,-2,-1,1,1,-1,0,-2,0,2,0,2,0,1,-2,1,0,2,1,2,-2,0,0,-2,1,-2,-1,15.4097
Female,80k - 120k,150 - 155,No,They complement each other,Sometimes,"Yes, I have friends",More than three times a week,Sometimes,Yes,1,1,1,0,0,0,1,2,2,1,1,0,-2,1,1,1,1,0,2,0,2,1,1,1,-2,0,1,-1,1,0,0,24.6668
Female,80k - 120k,165 - 170,Yes,They complement each other,Never,"Yes, I have family",More than three times a week,Sometimes,Yes,-1,1,1,-2,0,-1,-2,1,0,0,0,-1,0,0,-2,1,1,0,-1,0,-1,0,-2,1,-1,1,-2,-1,1,1,-1,31.1046
Female,20k - 50k,170 - 175,Yes,They complement each other,Always,"Yes, I have family",At least once a month,Rarely,Yes,0,2,0,1,-2,1,0,-2,1,-2,-2,0,-2,-2,0,0,2,0,1,0,0,0,0,2,0,-2,0,1,1,-1,-2,4.0647
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Always,No,-2,0,0,-1,0,0,-1,-1,0,0,1,1,2,-2,-2,-2,1,0,0,-1,-1,0,0,0,1,0,1,1,0,1,1,-8.01727
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-1,2,1,-2,1,-2,-1,2,1,-1,0,0,1,0,-2,2,0,-2,-2,2,-1,2,2,1,0,2,1,-1,2,0,1,-14.3089
Male,120k - 150k,170 - 175,Yes,They complement each other,Never,"Yes, I have family",More than three times a week,Never,Yes,0,1,1,1,0,0,-2,1,1,1,0,0,0,2,-1,0,1,0,0,2,-1,1,2,1,-1,2,1,-1,2,0,-1,0.831834
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Never,Yes,-2,1,-1,2,-2,-2,-1,0,1,-1,-2,1,0,0,0,-2,1,0,2,0,-2,2,1,0,1,-2,0,0,0,1,0,-30.6934
Male,20k - 50k,170 - 175,Yes,They complement each other,Always,"Yes, I have both",At least once a month,Always,Yes,-2,1,-1,0,0,0,-1,1,1,-1,1,0,0,0,-1,0,2,1,-2,1,-1,1,0,0,-1,1,1,-1,1,0,1,7.10222
Female,200k above,160 - 165,Yes,They complement each other,Never,"Yes, I have both",No,Always,No,0,0,-2,-1,-1,0,-1,-2,-2,-1,-1,-1,-2,0,1,-2,0,0,2,1,0,1,-2,1,1,0,-2,0,0,1,0,13.0045
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Rarely,Yes,0,1,0,2,1,-2,0,0,2,-1,-2,1,0,-2,1,-2,0,0,-2,0,-2,0,0,1,1,-2,1,1,-2,0,1,-14.251
Female,150k - 200k,155 - 160,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Always,No,-2,0,-1,-2,-2,0,-1,0,0,-2,-1,-1,0,-2,-1,0,1,0,0,1,0,0,0,-2,-2,0,-2,1,2,0,-2,-4.75996
Female,120k - 150k,175 - 180,Yes,They conflict,Rarely,"Yes, I have both",At least once a week,Always,Yes,-1,0,2,1,2,-1,-1,2,2,0,-2,0,1,0,-1,2,2,1,-2,2,-1,1,2,2,0,2,1,1,1,1,-2,5.77973
Male,150k - 200k,185 - 190,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Rarely,Yes,-2,1,1,0,0,1,-2,-2,1,-1,0,-1,-2,1,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,0,0,0,-6.91643
Male,200k above,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a week,Never,Yes,0,1,1,-2,1,1,-2,0,0,-2,1,-2,2,0,1,-2,0,2,1,0,-2,2,1,0,-2,-2,0,0,1,1,2,10.0993
Male,0 - 10k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,0,-3.3166
Female,15k - 20k,160 - 165,No,They complement each other,Rarely,"Yes, I have friends",At least once a month,Sometimes,Yes,-2,2,2,0,2,-2,-1,0,2,0,1,0,0,2,0,0,2,1,-2,1,-2,1,2,0,-2,1,2,-1,2,1,0,-4.35649
Male,0 - 10k,170 - 175,Yes,They are separate,Rarely,"Yes, I have family",At least once a week,Always,Yes,-2,1,0,-2,0,-2,-1,1,1,-1,-2,0,1,0,-1,-1,1,1,1,2,-2,1,1,0,0,0,1,0,1,1,-2,-11.4845
Male,20k - 50k,165 - 170,Yes,They are separate,Rarely,"Yes, I have family",At least once a week,Never,Yes,-1,2,1,2,2,-1,-1,2,2,-1,0,-2,1,-2,-1,0,2,2,0,1,-1,1,2,0,-2,1,0,0,1,0,-2,27.6123
Male,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-1,1,-1,-1,0,-2,-1,0,-1,-1,-1,0,0,0,-1,0,1,0,-2,0,-1,0,0,-1,1,0,-2,-2,1,0,1,11.9863
Other,10k - 15k,180 - 185,Yes,They complement each other,Sometimes,No,More than three times a week,Sometimes,Yes,1,0,1,1,-2,2,0,0,-1,2,1,-1,1,0,-2,-2,0,-2,1,1,-2,1,0,0,0,-2,-2,-1,-2,1,0,-5.33716
Male,80k - 120k,160 - 165,Yes,They complement each other,Sometimes,No,Rarely,Never,No,-2,2,1,0,0,2,-2,0,0,0,-1,1,0,0,-2,-2,0,0,0,0,0,0,1,0,1,0,-2,2,1,1,-2,15.7552
Male,15k - 20k,155 - 160,Yes,They are separate,Never,"Yes, I have family",At least once a week,Rarely,No,2,0,-1,0,-2,1,0,-2,1,0,1,1,2,1,0,-2,1,0,2,1,0,2,1,1,1,-2,1,1,0,1,0,-6.2382
Male,20k - 50k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",More than three times a week,Always,Yes,0,2,2,2,2,1,-2,1,2,0,0,-1,1,0,-1,-2,1,1,-2,1,-2,2,2,-2,-1,-2,0,-1,1,2,-1,14.944
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,0,0,-1,0,0,-2,-2,-2,-2,-2,0,0,0,-2,0,-2,1,-2,-2,-2,-2,0,0,-2,0,1,0,0,1,0,0,-6.07237
Male,10k - 15k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",No,Rarely,Yes,0,2,1,0,0,0,0,-2,1,0,1,2,1,-2,-2,-1,1,0,0,1,-2,0,0,-2,2,-2,1,0,0,0,0,-6.87652
Male,0 - 10k,175 - 180,Yes,They complement each other,Always,"Yes, I have family",No,Always,Yes,2,1,0,-2,1,1,0,-2,0,1,0,1,2,1,-1,-2,0,1,2,0,0,1,1,0,1,-2,0,1,-2,0,0,-4.14961
Male,20k - 50k,170 - 175,Yes,They complement each other,Never,"Yes, I have family",Rarely,Always,Yes,-1,2,1,2,1,-1,-2,1,2,-2,1,1,1,1,-2,-1,1,1,2,1,2,-2,2,1,-1,1,1,-2,1,0,-1,7.52916
Male,0 - 10k,165 - 170,No,They are separate,Rarely,"Yes, I have both",At least once a week,Never,Yes,0,1,2,1,0,-1,-2,1,1,-1,1,0,0,1,-2,2,1,1,-2,1,-2,1,1,0,0,2,1,-1,0,0,1,-24.6964
Male,0 - 10k,160 - 165,No,They complement each other,Sometimes,"Yes, I have both",Rarely,Sometimes,No,2,1,0,0,-1,0,1,0,0,-2,-2,2,-2,0,0,-1,0,0,2,-2,2,1,-2,-2,2,1,-2,0,0,0,2,-21.6646
Male,150k - 200k,170 - 175,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Sometimes,Yes,0,1,2,1,2,0,0,2,1,-1,1,1,1,2,-1,0,1,-2,0,0,-1,2,2,-2,-2,1,1,0,1,0,0,-4.79073
Male,0 - 10k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",At least once a week,Rarely,Yes,-2,1,-2,-2,0,0,0,0,1,1,0,0,0,-2,0,0,1,2,-2,0,-2,0,0,1,0,1,1,-2,1,1,-1,-5.30859
Female,0 - 10k,160 - 165,Yes,They complement each other,Always,"Yes, I have friends",Rarely,Always,Yes,1,1,-1,0,-1,1,1,0,0,-1,1,0,0,0,0,-1,2,1,0,0,0,1,1,0,0,0,1,0,0,-1,0,-11.5928
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",No,Never,Yes,-2,2,-1,0,1,1,-2,2,-1,-2,-1,-1,1,1,-2,1,1,-2,-2,-2,-1,1,1,0,-1,2,1,-1,2,0,-2,-7.23906
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a week,Never,Yes,-1,2,2,2,2,-2,-1,2,2,-2,2,-2,2,2,-1,2,1,0,-1,0,-1,2,2,2,-1,2,2,-1,2,1,-2,11.1776
Male,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,No,At least once a week,Sometimes,No,1,-2,-2,0,0,0,-2,0,-2,-1,2,-1,0,-1,1,-2,0,1,0,0,-2,-2,0,0,1,0,0,1,0,1,1,-20.2514
Female,120k - 150k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Always,Yes,-1,1,0,-1,-2,-1,-1,0,0,-2,-2,-2,0,1,-2,0,0,0,-2,0,-2,2,1,-2,-1,0,0,0,1,-2,-1,13.7843
Other,15k - 20k,185 - 190,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Always,Yes,0,0,-1,1,-1,0,0,-2,0,-1,0,1,-1,0,2,-2,1,0,0,0,1,-2,0,0,0,-2,-2,-2,-2,-2,0,2.44854
Male,0 - 10k,160 - 165,No,They complement each other,Sometimes,"Yes, I have family",Rarely,Sometimes,Yes,1,0,-2,0,-2,0,1,0,2,-2,0,1,0,0,-2,0,0,0,1,-1,-1,0,-2,-2,0,1,-2,1,0,2,1,-20.5855
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,-1,1,-2,-2,0,1,0,-2,0,-2,0,-2,0,2,-2,0,2,0,1,1,0,0,1,0,-2,1,-2,-2,1,1,0,-12.216
Male,150k - 200k,170 - 175,Yes,They complement each other,Always,"Yes, I have friends",No,Always,Yes,2,2,-1,-2,1,0,0,-2,0,1,0,1,0,1,0,-1,1,1,0,0,-2,1,2,0,-2,0,2,0,1,1,-1,-0.664145
Male,0 - 10k,155 - 160,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Rarely,Yes,2,-2,-1,1,-1,0,1,-1,-2,0,-2,2,-1,1,0,-1,1,-2,2,-2,1,-1,-1,0,2,-1,0,1,-2,-2,1,-31.5901
Male,0 - 10k,165 - 170,Yes,They are separate,Always,"Yes, I have family",No,Always,Yes,-1,1,1,1,1,-1,-2,1,2,-2,1,0,0,1,-2,0,0,2,-1,1,0,1,1,2,0,1,1,0,0,1,-1,-0.330466
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have family",No,Sometimes,Yes,-2,1,1,-1,0,-2,-2,1,0,-2,-1,1,-2,0,0,2,1,1,-2,-2,2,2,0,1,1,-2,-1,1,0,1,0,-25.7969
Male,80k - 120k,160 - 165,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Rarely,Yes,-1,1,2,1,0,1,-2,1,2,-1,0,0,0,-2,0,0,2,-2,-2,0,0,0,1,0,-2,1,2,-2,1,0,-1,40.5404
Male,0 - 10k,155 - 160,Yes,They are separate,Always,No,At least once a month,Rarely,No,2,-2,-1,0,0,2,0,-1,0,0,-2,2,-2,0,1,-1,0,-1,1,0,1,-1,0,0,2,-2,-1,1,-2,0,1,-30.2734
Male,120k - 150k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Always,Yes,-1,2,0,2,0,-1,-1,0,1,-2,0,-1,1,1,2,1,1,0,0,1,-1,1,2,2,-2,0,-2,-2,0,1,-1,-4.33126
Male,20k - 50k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",Rarely,Always,Yes,-1,2,1,0,-1,-1,-1,1,1,-1,0,1,0,1,0,0,1,0,0,1,-1,0,1,1,0,1,1,-1,1,0,-1,6.68191
Female,0 - 10k,160 - 165,Yes,They complement each other,Always,"Yes, I have family",More than three times a week,Rarely,Yes,0,0,0,-1,0,1,-2,1,-2,-2,0,0,-2,0,-1,1,1,0,-2,-2,1,0,0,0,2,1,-2,0,2,0,1,-26.3393
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Never,Yes,-2,2,-1,0,0,-1,-1,1,1,0,1,1,0,-2,-1,-2,1,1,-2,0,0,1,1,0,0,0,-2,1,0,0,0,-9.9045
Female,120k - 150k,155 - 160,Yes,They are separate,Always,"Yes, I have both",At least once a month,Never,No,-2,1,-2,-2,0,0,-1,-2,1,0,-1,0,0,-1,-1,-2,2,0,-2,0,-2,0,0,-1,2,0,-1,2,0,1,-2,-2.19436
Female,15k - 20k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a week,Sometimes,Yes,-2,2,1,-2,0,0,-1,1,0,-1,0,-2,-2,1,0,0,1,0,0,0,0,2,0,0,1,0,2,2,1,0,2,2.48865
Male,15k - 20k,160 - 165,Yes,They are separate,Rarely,"Yes, I have both",At least once a month,Always,Yes,-1,0,2,1,1,1,-1,1,0,-2,1,1,0,0,-1,-2,1,1,-2,1,-2,0,0,0,0,1,1,-2,1,-2,-2,13.781
Female,15k - 20k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Never,Yes,-2,2,1,1,1,0,-2,1,2,-2,0,-2,0,0,0,2,1,1,1,1,-1,1,2,2,0,0,1,-2,0,1,-2,0.416021
Female,150k - 200k,165 - 170,Yes,They are separate,Rarely,No,At least once a month,Always,Yes,-2,2,0,0,2,-2,0,0,2,0,-1,1,-2,-2,-2,-2,1,0,-2,0,-1,1,1,0,1,2,1,-1,0,0,-1,1.93999
Male,120k - 150k,185 - 190,Yes,They are separate,Rarely,No,At least once a week,Rarely,Yes,2,1,0,0,0,0,0,0,0,1,0,-2,0,1,0,0,1,0,-2,0,0,2,1,0,-2,2,1,-1,1,0,-2,-8.00828
Female,80k - 120k,155 - 160,Yes,They conflict,Rarely,No,No,Never,No,-2,0,-1,-2,-1,0,0,-2,1,0,-1,1,-1,0,-2,0,1,-2,0,0,0,0,0,-2,0,1,0,0,-2,0,-2,23.8958
Male,0 - 10k,165 - 170,Yes,They conflict,Rarely,"Yes, I have both",At least once a month,Never,Yes,0,2,0,1,1,0,-2,1,1,1,2,2,0,1,-2,-2,2,1,1,1,-1,1,1,1,1,2,2,-1,1,-2,-2,-15.9891
Female,10k - 15k,165 - 170,No,They complement each other,Never,"Yes, I have family",More than three times a week,Sometimes,Yes,-2,1,0,-2,1,1,0,0,0,0,1,1,-2,0,-1,0,1,1,0,0,-2,-2,1,0,1,0,-2,0,1,2,0,3.03833
Male,15k - 20k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Never,Yes,1,0,0,1,0,-1,-2,1,2,0,-2,-1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,-2,1,1,1,1,8.39871
Male,15k - 20k,180 - 185,Yes,They conflict,Sometimes,"Yes, I have family",More than three times a week,Always,No,1,0,1,1,0,1,-2,1,1,0,1,0,2,0,2,0,2,0,1,1,2,1,0,1,1,-2,-2,1,0,1,1,8.22162
Male,20k - 50k,185 - 190,Yes,They are separate,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,-2,2,1,2,2,1,-2,2,0,0,1,-2,2,1,0,1,1,2,-2,1,-2,2,2,0,0,2,1,-1,2,0,0,22.728
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Never,Yes,1,1,1,0,0,1,0,0,1,0,2,0,0,2,1,-2,1,2,0,2,-1,2,2,1,1,0,1,-2,-2,0,-2,-9.47157
Male,0 - 10k,170 - 175,Yes,They are separate,Rarely,"Yes, I have both",No,Always,Yes,0,0,0,0,0,0,0,-1,1,-1,0,1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,2,0,1,1,0,0,0,-5.56394
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Sometimes,Yes,0,1,1,2,0,0,1,1,2,-2,0,-2,0,0,0,1,2,2,0,-2,0,0,0,1,-2,1,2,-2,1,1,-1,-13.8345
Female,200k above,140 - 150,Yes,They complement each other,Sometimes,"Yes, I have both",No,Rarely,No,1,1,-1,0,-1,0,-2,0,1,1,1,1,-1,0,-2,-1,1,0,2,-2,1,1,0,0,-2,-2,-2,0,-1,0,2,2.94069
Female,200k above,160 - 165,Yes,They conflict,Rarely,"Yes, I have both",At least once a week,Always,Yes,-2,2,1,-2,1,-2,-2,0,1,0,1,2,1,2,-1,0,1,1,0,1,-1,0,2,1,-2,0,2,-2,1,1,0,20.2774
Female,150k - 200k,160 - 165,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Sometimes,Yes,2,2,-1,1,-1,-2,1,-2,1,1,0,2,1,0,1,-1,1,1,1,0,1,0,-2,1,0,-2,1,0,0,0,-1,2.58146
Female,120k - 150k,165 - 170,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Always,Yes,1,2,0,0,1,1,-1,-1,0,-2,-1,-2,-2,1,1,-2,0,-1,-1,-2,-1,-2,0,0,-2,0,1,-2,0,-2,-1,-5.05016
Male,80k - 120k,175 - 180,Yes,They conflict,Always,"Yes, I have family",More than three times a week,Always,Yes,-2,2,1,1,2,-2,-2,1,0,-2,0,-1,1,0,2,0,2,0,0,0,-1,0,1,0,0,0,1,-2,1,0,-1,36.8485
Female,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",More than three times a week,Rarely,Yes,-2,1,1,0,1,-2,-1,0,2,-1,-2,1,0,1,-2,0,1,0,0,1,-2,1,0,1,-2,2,1,-1,1,0,-2,-20.2207
Male,120k - 150k,170 - 175,Yes,They conflict,Always,"Yes, I have both",At least once a month,Never,Yes,0,1,-1,2,0,-2,0,-2,1,1,-2,2,1,-2,-1,0,0,1,1,1,-2,0,1,2,1,0,0,1,0,1,-2,1.40485
Male,0 - 10k,170 - 175,Yes,They are separate,Sometimes,"Yes, I have both",Rarely,Sometimes,Yes,1,1,-1,1,1,1,1,2,0,-1,0,-1,1,1,-1,0,0,0,0,-1,1,1,1,0,0,1,1,-1,1,1,-2,-10.7991
Female,150k - 200k,155 - 160,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Rarely,Yes,1,1,0,1,1,1,0,1,2,1,0,1,1,1,-1,0,1,2,1,1,-2,0,0,1,0,1,2,0,2,1,-1,3.42326
Male,15k - 20k,155 - 160,Yes,They are separate,Never,"Yes, I have both",At least once a week,Rarely,Yes,-1,1,1,0,0,0,0,0,2,-1,-2,0,1,1,-1,1,2,1,-2,-2,1,-2,0,-2,-2,1,1,0,2,1,-2,11.6434
Male,10k - 15k,165 - 170,No,They complement each other,Sometimes,"Yes, I have both",No,Rarely,Yes,-2,-2,-1,0,1,-2,-1,0,1,-1,1,0,0,-1,-1,-1,1,-2,2,-1,-2,-2,0,-2,1,0,-1,0,1,0,1,0.782723
Female,0 - 10k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-1,1,0,0,1,-1,-2,1,0,2,-1,1,1,0,-1,1,1,0,0,0,0,1,1,0,-1,1,-1,-1,2,1,-1,-3.30868
Male,150k - 200k,175 - 180,Yes,They conflict,Sometimes,"Yes, I have family",No,Never,No,1,1,-2,2,0,-2,0,1,1,-2,2,2,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,-2,1,-2,1,-2.27611
Male,15k - 20k,175 - 180,Yes,They complement each other,Never,"Yes, I have family",At least once a week,Rarely,Yes,-1,2,2,0,2,0,-2,1,2,-2,1,0,1,0,-2,0,1,1,-1,1,-1,1,1,1,-1,1,1,0,1,0,-1,9.92209
Male,200k above,170 - 175,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Rarely,No,2,2,-1,-2,-2,1,1,0,-2,0,1,1,0,2,0,-2,0,1,0,0,-2,0,0,-1,2,-2,0,0,-2,0,1,-0.52366
Male,150k - 200k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",No,Never,Yes,-1,-2,1,-2,1,-1,-1,1,2,-2,0,-2,1,0,-2,1,1,2,-2,0,-1,2,1,2,-2,2,2,-1,1,1,-2,6.20934
